search_term,ol_key,title,author,first_publish_year,publisher,language,subject,isbn,cover_i
graphic novel,/works/OL17321978W,Through the Woods,Emily Carroll,2014.0,,eng,,,7401054.0
graphic novel,/works/OL20523948W,The mortal instruments,"Cassandra Clare, Cassandra Jean",2017.0,,eng,,,9174695.0
graphic novel,/works/OL40372974W,Blank Graphic Novel Book : 99 Pages for Your Idea,Graphic Novel Studios,2016.0,,eng,,,
graphic novel,/works/OL471713W,Dead Man's Folly,Agatha Christie,1956.0,,"eng, ger, chi, fre, spa",,,6985969.0
graphic novel,/works/OL453697W,Small Gods,"Terry Pratchett, Ray Friesen",1992.0,,"eng, rus, ger, fre, cze",,,14648232.0
graphic novel,/works/OL679358W,Coraline,Neil Gaiman,2001.0,,"pol, ita, fre, eng, baq",,,14171421.0
graphic novel,/works/OL28400383W,Squished,"Megan Wagner Lloyd, Michelle Mee Nutter",2023.0,,eng,,,13268437.0
graphic novel,/works/OL5850282W,Be more chill,Ned Vizzini,2004.0,,"fre, eng, heb",,,544275.0
graphic novel,/works/OL25446651W,Ghosts,Raina Telgemeier,2016.0,,eng,,,12401501.0
graphic novel,/works/OL29214675W,FGTeeV Graphic Novel #4,"FGTeeV, Miguel Díaz Rivas",2023.0,,eng,,,14028657.0
graphic novel,/works/OL5725956W,Artemis Fowl,Eoin Colfer,1999.0,,"por, heb, ger, eng, rus",,,10212689.0
graphic novel,/works/OL278279W,Playback,Raymond Chandler,1958.0,,"eng, spa, ger, fre",,,94549.0
graphic novel,/works/OL276287W,Graphic Novels,Paul Gravett,2005.0,,eng,,,37109.0
graphic novel,/works/OL15729299W,I Survived Hurricane Katrina 2005,"Lauren Tarshis, Arnell Powell",2011.0,,eng,,,6747109.0
graphic novel,/works/OL17620025W,Kindred,"Octavia E. Butler, Damian Duffy, John Jennings, María Barbado Mujica",2017.0,,eng,,,7899091.0
graphic novel,/works/OL28836164W,Legend (Graphic Novel),Marie Lu,2015.0,,,,,
graphic novel,/works/OL465952W,Redwall,Brian Jacques,1986.0,,"fre, pol, ita, eng, spa",,,2325082.0
graphic novel,/works/OL1948670W,Five Go Adventuring Again,Enid Blyton,1943.0,,"por, eng, ger, spa",,,14601324.0
graphic novel,/works/OL8842598W,Amulet,Kazu Kibuishi,2008.0,,"eng, spa, fre",,,2420582.0
graphic novel,/works/OL679360W,American Gods,Neil Gaiman,2001.0,,"spa, fre, chi, eng, ger",,,8494659.0
graphic novel,/works/OL18316812W,The graphic novel,Jan Baetens,2001.0,,eng,,,2287489.0
graphic novel,/works/OL26278387W,Ark Angel The Graphic Novel,"Anthony Horowitz, Antony Johnston, Amrit Birdi",2019.0,,eng,,,12280845.0
graphic novel,/works/OL17504079W,Frankenstein,"Jason Cobley, Mary Shelley",2008.0,,eng,,,9319226.0
graphic novel,/works/OL72245W,Goosebumps - Creepy Creatures,"Robert Lawrence Stine, Sheila Keenan, Scott Morse, Greg Ruth",2006.0,,eng,,,279487.0
graphic novel,/works/OL31858591W,Graphic Novel (Graphic Novel RID),,,,,,,
graphic novel,/works/OL22007810W,My Graphic Novel,"Comic Book Queen, Comic Book Queen",2020.0,,eng,,,
graphic novel,/works/OL5762061W,Corridor: A Graphic Novel,Sarnath Banerjee,2005.0,,eng,,,111034.0
graphic novel,/works/OL1915012W,The Hiding Place,"Corrie ten Boom, Elizabeth Sherrill, John Sherrill, John Scherrill, Jill De Haan, Daniel Strange",1971.0,,eng,,,12817925.0
graphic novel,/works/OL453735W,Guards! Guards!,Terry Pratchett,1989.0,,"dut, ita, spa, fre, rus",,,13095550.0
graphic novel,/works/OL21907375W,Wolfwalkers,Samuel Sattin,2020.0,,eng,,,10522999.0
graphic novel,/works/OL42711429W,The Prophecies Begin #1,Erin Hunter,2024.0,,eng,,,14638606.0
graphic novel,/works/OL28959223W,"Heartstopper, Volume Five",Alice Oseman,2021.0,,"eng, dut, pol",,,13273878.0
graphic novel,/works/OL14912640W,Dragonflight Graphic Novel,Anne McCaffrey,1993.0,,eng,,,11408820.0
graphic novel,/works/OL20919671W,Twins,"Varian Johnson, Shannon Wright",2020.0,,eng,,,10289795.0
graphic novel,/works/OL28019124W,Pokemon,Pokemon,2023.0,,eng,,,13134488.0
graphic novel,/works/OL20010806W,The Throne of Fire,Orpheus Collar,2015.0,,"eng, spa",,,11960138.0
graphic novel,/works/OL19668202W,The son of Neptune,Robert Venditti,2016.0,,eng,,,13216542.0
graphic novel,/works/OL25131860W,The Subtle Knife Graphic Novel,"Philip Pullman, Thomas Gilbert, Stéphane Melchior",2022.0,,eng,,,11973643.0
graphic novel,/works/OL16806686W,The Phoenix Project,"Gene Kim, Kevin Behr, George Spafford, Gene Kim",2013.0,,eng,,,9151976.0
graphic novel,/works/OL15729416W,Skeleton Key,"Anthony Horowitz, Antony Johnston, Kanako Damerum, Yuzuru Takasaki",2009.0,,eng,,,6747161.0
graphic novel,/works/OL20011852W,Monster,Guy A. Sims,2015.0,,eng,,,11883092.0
graphic novel,/works/OL25691830W,Graphic Novel,"Jan Baetens, Hugo Frey",2014.0,,eng,,,
graphic novel,/works/OL38121567W,Dog Man,Dav Pilkey,2024.0,,eng,,,14750336.0
graphic novel,/works/OL4357801W,Transformers,"Simon Furman, Chris Ryall, Don Figueroa, E.J. Su",2003.0,,eng,,,896711.0
graphic novel,/works/OL8117954W,Mary Anne Saves the Day,Raina Telgemeier,2007.0,,eng,,,1230252.0
graphic novel,/works/OL32477896W,Graphic Novel Classics,Bram Stoker,2014.0,,eng,,,13226681.0
graphic novel,/works/OL19354663W,Cardboard,Doug TenNapel,2012.0,,eng,,,8468501.0
graphic novel,/works/OL17458915W,"Twilight. The Graphic Novel, Volume 2",Young Kim,2011.0,,eng,,,7620060.0
graphic novel,/works/OL1190289W,À la recherche du temps perdu,Marcel Proust,1919.0,,"ita, fre, jpn, rus, chi",,,12332709.0
graphic novel,/works/OL8488892W,Vampire Academy,"Richelle Mead, Richelle Mead",2007.0,,eng,,,10136600.0
graphic novel,/works/OL43395757W,Graphic novel,Kurt Bracharz,2016.0,,eng,,,
graphic novel,/works/OL38379007W,Issunboshi : a Graphic Novel,Ryan Lang,2024.0,,eng,,,
graphic novel,/works/OL5682519W,Dog Days,Jeff Kinney,2007.0,,"baq, pol, ger, bul, chi",,,12366143.0
graphic novel,/works/OL19932592W,Silverwing,Kenneth Oppel,2022.0,,eng,,,14564415.0
graphic novel,/works/OL15049906W,Thumbelina,"Hans Christian Andersen, Elsa Beskow, Michael Foreman, Michael Morpurgo, Kimberley Reynolds, Catherine Babok, Susannah Mary Paull",1911.0,,"gla, fre, ger, chi, urd",,,1357775.0
graphic novel,/works/OL24350805W,Diary of an 8-Bit Warrior Graphic Novel,"Pirate Sourcil, Odone, Jez",2021.0,,eng,,,10875830.0
graphic novel,/works/OL19740915W,Illegal,"Eoin Colfer, Andrew Donkin",2017.0,,"eng, spa",,,8732881.0
graphic novel,/works/OL19719464W,Anne of Green Gables,Mariah Marsden,2017.0,,eng,,,10228555.0
graphic novel,/works/OL19965691W,"New Moon - The Graphic Novel, Vol. 1",Young Kim,2013.0,,eng,,,11022931.0
graphic novel,/works/OL20051765W,Musnet,Kickily Graphic novel creator,2016.0,,eng,,,13058276.0
graphic novel,/works/OL17406601W,My Friend Dahmer,"Derf Backderf, Derf Backderf",2012.0,,eng,,,14388898.0
graphic novel,/works/OL73387W,Dragonflight,Anne McCaffrey,1968.0,,"heb, ger, eng, fre, spa",,,10306696.0
graphic novel,/works/OL453658W,Mort,Terry Pratchett,1987.0,,"eng, rus, ger, fre, cze",,,14648805.0
graphic novel,/works/OL17050148W,Seconds,Bryan Lee O'Malley,2001.0,,"eng, por, fre",,,8993851.0
graphic novel,/works/OL37864981W,First Test Graphic Novel : (a Graphic Novel),"Tamora Pierce, Becca Farrow",2024.0,,eng,,,14640749.0
graphic novel,/works/OL66218W,Wicked,Gregory Maguire,1995.0,,"eng, spa, chi, dut, kor",,,38706.0
graphic novel,/works/OL20033154W,Hollow City [graphic novel adaptation],"Ransom Riggs, Cassandra Jean",2016.0,,eng,,,15055208.0
graphic novel,/works/OL27845396W,Active Minds Graphic Novels,"Cassie Gitkin, Miller, Michael S.",2021.0,,eng,,,14650636.0
graphic novel,/works/OL44556116W,Graphic Novels : Schwerpunkt/ Focus,Friederike Eigler,2025.0,,ger,,,
graphic novel,/works/OL27844909W,Active Minds Graphic Novel,"Cassie Gitkin, Miller, Michael S.",2021.0,,eng,,,14650635.0
graphic novel,/works/OL32466151W,Graphic Novel Classics,Mary Shelley,2014.0,,eng,,,
graphic novel,/works/OL6036126W,The 101 Best Graphic Novels,Stephen Weiner,2001.0,,eng,,,793616.0
graphic novel,/works/OL17880230W,Graphic Novels,Ashley Rae Harris,2013.0,,eng,,,8189705.0
graphic novel,/works/OL20051766W,Musnet,Kickliy (Graphic novel creator),2016.0,,eng,,,13047242.0
graphic novel,/works/OL20757418W,Jake Maddox Graphic Novels,"Jake Maddox, Tina Francisco, Eduardo Garcia, Mel Joy San Juan, Berenice Muniz",2017.0,,eng,,,13278874.0
graphic novel,/works/OL25957597W,Invisible,"Christina Diaz Gonzalez, Gabriela Epstein",2022.0,,eng,,,12961663.0
graphic novel,/works/OL18409W,The Emerald City of Oz,L. Frank Baum,1910.0,,eng,,,1473556.0
graphic novel,/works/OL36014549W,Graphic Novel,Mike Chinn,2004.0,,eng,,,
graphic novel,/works/OL38255804W,Graphic Novel/Comic,Poor art student,2016.0,,eng,,,
graphic novel,/works/OL23745689W,1984,"George Orwell, Fido Nesti",1984.0,,"cze, eng",,,10502178.0
graphic novel,/works/OL32455094W,The Rolling Stones en BD,Céka (Graphic novel author),2017.0,,fre,,,
graphic novel,/works/OL25474480W,Spy School the Graphic Novel,"Stuart Gibbs, Anjan Sarkar",2022.0,,eng,,,13760702.0
graphic novel,/works/OL17600756W,Snow White,Matt Phelan,2016.0,,eng,,,7886607.0
graphic novel,/works/OL34200928W,Hide,"Kiersten White, Scott Peterson, Veronica Fish, Andy Fish",2023.0,,eng,,,13561083.0
graphic novel,/works/OL18800016W,The rough guide to graphic novels,Danny Fingeroth,2008.0,,eng,,,11707770.0
graphic novel,/works/OL36846666W,Goddess Girls Graphic Novel Legendary Collection,"Joan Holub, Suzanne Williams, David Campiti, Glass House Glass House Graphics",2023.0,,eng,,,
graphic novel,/works/OL38682643W,Disney Classic Graphic Novel,The Disney The Disney Comics Group,2024.0,,eng,,,
graphic novel,/works/OL35623W,Parable of the Sower,Octavia E. Butler,1993.0,,"spa, eng, ger, fre",,,10466266.0
graphic novel,/works/OL2056818W,Maus I,Art Spiegelman,1986.0,,"fre, pol, ita, cat, eng",,,10210168.0
graphic novel,/works/OL16025215W,Novels (Adventures of Huckleberry Finn / Adventures of Tom Sawyer),Mark Twain,1922.0,,"chi, rus, eng, ger, lit",,,12374727.0
graphic novel,/works/OL28840815W,"Great Gatsby, a Graphic Novel","Pete Katz, F. Scott Fitzgerald",2020.0,,eng,,,13725056.0
graphic novel,/works/OL30500504W,"Ninja Comic Book, Graphic Novel",Comic Book Queen,2020.0,,eng,,,
graphic novel,/works/OL21348214W,Act (graphic Novel),Kayla Miller,2020.0,,eng,,,12983849.0
graphic novel,/works/OL19958217W,Zoo,Andy MacDonald,2012.0,,eng,,,10384125.0
graphic novel,/works/OL267622W,Astérix le Gaulois,"René Goscinny, Albert Uderzo",1961.0,,"gem, fre, pol, ita, gla",,,962725.0
graphic novel,/works/OL15378406W,The Exile,Diana Gabaldon,2010.0,,eng,,,6593868.0
graphic novel,/works/OL20158338W,"New Moon - The Graphic Novel, Vol. 2",Stephenie Meyer,2016.0,,eng,,,8803417.0
graphic novel,/works/OL20479740W,Graphic Novels,Andrew Dale,2016.0,,eng,,,9144343.0
graphic novel,/works/OL17414237W,Great Expectations The Elt Graphic Novel,"Brigit Viney, Jen Green, Jenny Placentino, Clive Bryant, John Stokes, Jim Campbell, Jason Cardy, Jo Wheeler",2009.0,,eng,,,7531127.0
graphic novel,/works/OL28023626W,Comics and Graphic Novels,"Julia Round, Rikke Platz Cortsen, Maaheen Ahmed",2022.0,,eng,,,
graphic novel,/works/OL39180857W,The Serpent's Shadow Graphic Novel,Orpheus Collar,2017.0,,"eng, spa",,,9367570.0
graphic novel,/works/OL19755246W,The battle of the Labyrinth,"Robert Venditti, Orpheus Collar",2018.0,,eng,,,9426448.0
graphic novel,/works/OL8860830W,Buffy Graphic Novel (Eros Graphic Novel Series No. 34),Dementia,1997.0,,eng,,,2912680.0
graphic novel,/works/OL22876612W,Five nights at freddy's,Scott Cawthon,2018.0,,eng,,,10502812.0
graphic novel,/works/OL27493395W,Almost There,Farrah Rochon,2022.0,,eng,,,12922412.0
graphic novel,/works/OL44550194W,Graphic Novels,Friederike Eigler,2025.0,,ger,,,
graphic novel,/works/OL2966370W,Mary Shelley's Frankenstein,"Gary Reed, Frazier Irving, Mary Shelley",2005.0,,eng,,,110285.0
graphic novel,/works/OL31303919W,Graphic Novel paperback,Flix,2016.0,,,,,14471582.0
graphic novel,/works/OL37585842W,Tryouts,Sarah Sax,2024.0,,eng,,,14625086.0
graphic novel,/works/OL8119758W,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999.0,,"por, heb, ger, eng, fre",,,12625274.0
graphic novel,/works/OL21944313W,In,Will McPhail,2021.0,,eng,,,11895505.0
graphic novel,/works/OL32432683W,Graphic Novel,Ellen Sullivan,2000.0,,eng,,,
graphic novel,/works/OL31939495W,Graphic Novels,Danny Fingeroth,2008.0,,,,,
graphic novel,/works/OL27785844W,Graphic Novels,"Dietlof Van Warmelo, Andy Seed",2008.0,,eng,,,
graphic novel,/works/OL39148315W,Graphic Novel,John Hamilton,2009.0,,eng,,,
graphic novel,/works/OL9544076W,Ax,Ernie ColoÌn,1988.0,,eng,,,
graphic novel,/works/OL36807616W,Shakespeare Graphic Novel,Kev F. Sutherland,2023.0,,eng,,,
graphic novel,/works/OL38115197W,Gilgamesh A Graphic Novel,Andrew Winegarner,2011.0,,,,,14636680.0
graphic novel,/works/OL41564346W,Blank Graphic Novel,Kevin Allen,2016.0,,eng,,,
graphic novel,/works/OL44119911W,Usborne Graphic Novels,,,,,,,
graphic novel,/works/OL27433401W,Eyes : a Graphic Novel Tour,"Joeming Dunn, Rod Espinosa",2009.0,,eng,,,
graphic novel,/works/OL27434445W,Lungs : a Graphic Novel Tour,"Joeming Dunn, Rod Espinosa",2009.0,,eng,,,
graphic novel,/works/OL27429080W,Liver : a Graphic Novel Tour,"Joeming Dunn, Rod Espinosa",2009.0,,eng,,,
graphic novel,/works/OL27426357W,Kidney : a Graphic Novel Tour,"Joeming Dunn, Rod Espinosa",2009.0,,eng,,,
graphic novel,/works/OL27427838W,Brain : a Graphic Novel Tour,"Joeming Dunn, Rod Espinosa",2009.0,,eng,,,
graphic novel,/works/OL43450909W,Escaping Peril,Tui T. Sutherland,2024.0,,eng,,,15090253.0
graphic novel,/works/OL15110516W,Rodrick Rules,Jeff Kinney,2007.0,,"gre, pol, ger, chi, gle",,,8542270.0
graphic novel,/works/OL8756328W,Claudia and Mean Janine [graphic novel adaptation],"Raina Telgemeier, Ann M. Martin",1986.0,,eng,,,8476349.0
graphic novel,/works/OL20901557W,Evil Thing,Serena Valentino,2020.0,,eng,,,10239792.0
graphic novel,/works/OL36311821W,Wings of Fire Graphic Novels 6 Books Collection Set (Book #1 - #6),"Tui T. Sutherland, Mike Holmes",2022.0,,eng,,,
graphic novel,/works/OL5801005W,Magic Pickle Graphic Novel,Scott Morse,2008.0,,eng,,,2420627.0
graphic novel,/works/OL25787303W,Graphic Novels,Russell PUNTER,2020.0,,eng,,,
graphic novel,/works/OL858594W,Hellblazer,Garth Ennis,1994.0,,eng,,,797999.0
graphic novel,/works/OL17377440W,Halo Graphic Novel,Marvel Comics,2010.0,,,,,7457813.0
graphic novel,/works/OL24793081W,The Little Prince Graphic Novel,"Antoine de Saint-Exupéry, Joann Sfar",2013.0,,eng,,,11555254.0
graphic novel,/works/OL27076022W,Reading Graphic Novels,Achim Hescher,2016.0,,eng,,,
graphic novel,/works/OL5752634W,Hellblazer,Brian Azzarello,2000.0,,eng,,,798525.0
graphic novel,/works/OL15416051W,Avatar,"Michael Dante DiMartino, Bryan Kanietzko",2006.0,,eng,,,9863319.0
graphic novel,/works/OL27172261W,Spy Ninjas Graphic Novel,"Vannotes, Mike Anderson",2022.0,,eng,,,
graphic novel,/works/OL25464748W,Graceling,"Gareth Hinds, Kristin Cashore",2008.0,,eng,,,10935553.0
graphic novel,/works/OL5725975W,The Opal Deception,Eoin Colfer,2005.0,,"eng, fre, spa, dut, pol",,,12636364.0
graphic novel,/works/OL7924103W,The Eye of the World,Robert Jordan,1990.0,,"spa, ger, por, fre, chi",,,980232.0
graphic novel,/works/OL28062408W,Parachute Kids,Betty C. Tang,2023.0,,eng,,,13283178.0
graphic novel,/works/OL40839784W,Create Your Own Graphic Novel,Create Comic,2018.0,,eng,,,
graphic novel,/works/OL35727663W,Koren Tanakh Graphic Novel,"Jordan Gorfinkel, Yael Nathan, Yoni Lavi",2023.0,,heb,,,14374734.0
graphic novel,/works/OL24598407W,Mup,Raea Gragg,2020.0,,eng,,,11261162.0
graphic novel,/works/OL6213633W,The adventures of Super Diaper Baby,Dav Pilkey,2002.0,,"cat, fre, eng, spa",,,277462.0
graphic novel,/works/OL19086816W,Miss Peregrine's Home For Peculiar Children: The Graphic Novel (Miss Peregrine's Peculiar Children: The Graphic Novel),Ransom Riggs,2013.0,,eng,,,8402734.0
graphic novel,/works/OL4675582W,"Birdland (Eros Graphic Novel Series, No. 1) (Eros Graphic Novel Series No 1)",Gilbert Hernandez,1992.0,,eng,,,791229.0
graphic novel,/works/OL14991697W,"Twilight. The Graphic Novel, Volume 1",Young Kim,2010.0,,eng,,,6302358.0
graphic novel,/works/OL8570993W,Disney Junior Graphic Novel,tk,2006.0,,eng,,,1817676.0
graphic novel,/works/OL28911572W,Spy School (Graphic Novel),Stuart Gibbs,2022.0,,eng,,,
graphic novel,/works/OL27244919W,Spy Camp the Graphic Novel,"Stuart Gibbs, Anjan Sarkar",2023.0,,eng,,,13282004.0
graphic novel,/works/OL32500831W,Life-Line Graphic Novel,"Robert A. Heinlein, Eric Gignac, Robert Lazaro",2022.0,,eng,,,
graphic novel,/works/OL27210167W,Create Your Own Graphic Novel,White LLC,2021.0,,eng,,,
graphic novel,/works/OL14930093W,Graphic Classics. Mark Twain,"Mark Twain, Rick Geary, Milton Knight, Lance Tooks, Simon Gane",2002.0,,eng,,,9163806.0
graphic novel,/works/OL25458212W,Booked (Graphic Novel),"Kwame Alexander, Dawud Anyabwile",2022.0,,eng,,,12920930.0
graphic novel,/works/OL21360703W,Giver (Graphic Novel),"Lois Lowry, P. Craig Russell",2019.0,,eng,,,12996542.0
graphic novel,/works/OL29608143W,Elijah,Danielle Pajak,2015.0,,eng,,,
graphic novel,/works/OL28622710W,Graphic Novel 7,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28622711W,Graphic Novel 8,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL15980956W,Gilgamesh,Andrew Winegarner,2011.0,,eng,,,14636690.0
graphic novel,/works/OL17556762W,"Annoying Orange Graphic Novels 1
            
                Annoying Orange Graphic Novels",Jim Salicrup,2013.0,,,,,7815117.0
graphic novel,/works/OL17540523W,Frankenstein The Elt Graphic Novel,Mary Shelley,2009.0,,eng,,,7782688.0
graphic novel,/works/OL23166148W,Hero,"Stephen R. Lawhead, Ross Lawhead",2003.0,,eng,,,1931103.0
graphic novel,/works/OL27288633W,Pirates Past Noon Graphic Novel,"Jenny Laird, Mary Pope Osborne, Kelly Matthews, Nichole Matthews",2022.0,,eng,,,12616282.0
graphic novel,/works/OL21121169W,Indian Graphic Novel,Pramod K. Nayar,2016.0,,eng,,,
graphic novel,/works/OL17376876W,Macbeth The Graphic Novel,Jon Haward,2008.0,,,,,7456684.0
graphic novel,/works/OL20010309W,101 Outstanding Graphic Novels,Stephen Weiner,2015.0,,eng,,,11442558.0
graphic novel,/works/OL15833328W,Stardust,Neil Gaiman,1997.0,,"tur, rum, pol, eng, spa",,,8216379.0
graphic novel,/works/OL20734444W,The sea of monsters,"Robert Venditti, Attila Futaki, Tamas Gaspar",2012.0,,eng,,,9426440.0
graphic novel,/works/OL4132752W,The City of Ember (The First Book of Ember),Jeanne DuPrau,1998.0,,"spa, pol, fre, eng, tur",,,14421081.0
graphic novel,/works/OL37858565W,Spy School vs. SPYDER Graphic Novel Collection,"Stuart Gibbs, Anjan Sarkar",2024.0,,eng,,,
graphic novel,/works/OL28903655W,After,Anna Todd,2019.0,,eng,,,
graphic novel,/works/OL34953155W,Stacey's Mistake,"Ann M. Martin, Ellen T. Crenshaw",2023.0,,eng,,,13791632.0
graphic novel,/works/OL19731172W,Dragonball,鳥山 明 [Akira Toriyama],2016.0,,eng,,,13258519.0
graphic novel,/works/OL38040180W,WWE Original Graphic Novel,"Dennis Hopeless, Tini Howard, Serg Acuna, Hyeonjim Kim, Doug Garbark",2018.0,,eng,,,
graphic novel,/works/OL27818015W,Graphic Novels,Russell Punter,2022.0,,eng,,,
graphic novel,/works/OL28624650W,Graphic Novel 11,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28624651W,Graphic Novel 10,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28892201W,Graphic Novels,"Hareem Atif Khan, Eric Hand",2022.0,,eng,,,
graphic novel,/works/OL28622707W,Graphic Novel 3,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28626300W,Graphic Novel 5,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28627005W,Graphic Novel 2,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28627728W,Graphic Novel 6,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28627732W,Graphic Novel 1,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28627791W,Graphic Novel 9,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL28628474W,Graphic Novel 4,Collins Big Cat,2023.0,,eng,,,
graphic novel,/works/OL41254926W,Blank Graphic Novel,One Jacked Publications,2016.0,,eng,,,
graphic novel,/works/OL42439450W,Koren Tanakh Graphic Novel,Jordan B. Gorfinkel,2024.0,,heb,,,
graphic novel,/works/OL1646672W,Superman,Mark Waid,2004.0,,eng,,,748915.0
graphic novel,/works/OL29285722W,Lego Ninjago : 02: (Graphic Novel) LEGO Ninjago: 02: (Graphic Novel),Greg Farshtey,2016.0,,,,,13321229.0
graphic novel,/works/OL17510174W,Ravens Gate The Graphic Novel,"Anthony Horowitz, Tony Lee, Dom Reardon",2009.0,,,,,7722073.0
graphic novel,/works/OL35744500W,Keeper of the Lost Cities the Graphic Novel Part 1,"Shannon Messenger, Celina Frenn, Gabriella Chianello",2023.0,,eng,,,14482629.0
graphic novel,/works/OL31167123W,Cupcake Diaries the Graphic Novel Collection,Coco Simon,2023.0,,eng,,,13682077.0
graphic novel,/works/OL25914011W,Sisters,Raina Telgemeier,2014.0,,eng,,,
graphic novel,/works/OL27690578W,Brave New World,"Aldous Huxley, Fred Fordham",2022.0,,eng,,,12675058.0
graphic novel,/works/OL3491380W,Graphic novels,D. Aviva Rothschild,1995.0,,eng,,,796417.0
graphic novel,/works/OL21910825W,Claudia and the New Girl (the Baby-Sitters Club Graphic Novel #9),Gabriela Epstein,2021.0,,eng,,,10584297.0
graphic novel,/works/OL29038396W,Trauma Graphic Novel,Andrés Romero-Jódar,2017.0,,eng,,,
graphic novel,/works/OL42397655W,Aphmau Graphic Novel,Farshore,2025.0,,eng,,,
graphic novel,/works/OL23188702W,What is a graphic novel?,Charlotte Guillain,2015.0,,eng,,,11031920.0
graphic novel,/works/OL20650949W,The Dysasters,"Kristin Cast, P. C. Cast",2019.0,,,,,9289719.0
graphic novel,/works/OL2697666W,Elric of Melniboné,Michael Moorcock,1972.0,,"fre, ger, spa, dut, eng",,,10098033.0
graphic novel,/works/OL17076473W,Red Rising,Pierce Brown,2014.0,,"eng, por, fre",,,7316188.0
graphic novel,/works/OL18823031W,Artemis Fowl. The Eternity Code. The Graphic Novel,"Eoin Colfer, Andrew Donkin, Stephen Gilpin",2013.0,,eng,,,12174575.0
graphic novel,/works/OL25957628W,Pokemon : Graphic Novel #3 : Pokemon,Simcha Whitehill,2022.0,,eng,,,
graphic novel,/works/OL30289859W,Blank Graphic Novel,Kazim Boug_publishing,2019.0,,eng,,,
graphic novel,/works/OL17413612W,Twilight The Graphic Novel,Young Kim,2012.0,,,,,7529895.0
graphic novel,/works/OL27172086W,Freestyle,Gale Galligan,2022.0,,eng,,,12941294.0
graphic novel,/works/OL16651444W,Ghostopolis,Doug TenNapel,2010.0,,eng,,,7407596.0
graphic novel,/works/OL16099103W,The Death Cure,"James Dashner, James Dashner",2011.0,,"spa, eng, chi",,,6935538.0
graphic novel,/works/OL28419616W,Artemis the Brave,David Campiti,2023.0,,eng,,,13348585.0
graphic novel,/works/OL38679766W,Disney Pixar Classic Graphic Novel,The Disney The Disney Comics Group,2024.0,,eng,,,
graphic novel,/works/OL21320150W,Trauma Graphic Novel,Andres Romero-Jodar,2017.0,,eng,,,
graphic novel,/works/OL21747358W,Dracula Graphic Novel,Bram Stoker,2010.0,,eng,,,
graphic novel,/works/OL3546951W,Histoire d'O,"Dominique Aury, Guido Crepax",1954.0,,"eng, spa, fre, por, ger",,,794706.0
graphic novel,/works/OL20262146W,Comics und Graphic Novels,"Julia Abel, Christian Klein",2016.0,,ger,,,8919314.0
graphic novel,/works/OL24596543W,The Mueller Report Graphic Novel,Barbara Slate,2019.0,,eng,,,11258693.0
graphic novel,/works/OL20140528W,Guts,Raina Telgemeier,2019.0,,"eng, spa",,,8788696.0
graphic novel,/works/OL15330982W,Graphic Classics,H.P. Lovecraft,2002.0,,eng,,,736261.0
graphic novel,/works/OL17267881W,三体,"刘慈欣, Vincent Schmitt, Gwennaël Gaffric, Marc Simonetti",2008.0,,"est, pol, por, rus, chi",,,9157544.0
graphic novel,/works/OL15351604W,"Amulet, Book Three","Kazu Kibuishi, Ediciones Lariviere",2008.0,,"eng, spa",,,6462717.0
graphic novel,/works/OL25555694W,US Graphic Novel,Paul Williams,2022.0,,eng,,,14676906.0
graphic novel,/works/OL15323278W,Island Graphic Novel,Aldous Huxley,1975.0,,eng,,,
graphic novel,/works/OL34602056W,Repulse (Graphic Novel),"Jeff Mariotte, Szymon Kudranski",2011.0,,,,,14512597.0
graphic novel,/works/OL21747359W,Frankenstein Graphic Novel,Mary Shelley,2010.0,,eng,,,
graphic novel,/works/OL21747365W,Kidnapped Graphic Novel,Robert Louis Stevenson,2010.0,,eng,,,
graphic novel,/works/OL17610982W,Jacky Ha-Ha,"James Patterson, Chris Grabenstein",2016.0,,"eng, cat, fre",,,8403038.0
graphic novel,/works/OL26415010W,O Conto da Aia - Graphic Novel,Margareth Atwood,,,,,,12369737.0
graphic novel,/works/OL28579978W,Unofficial Minecraft Graphic Novel,Jill Keppeler,2022.0,,eng,,,
graphic novel,/works/OL18776285W,The Jewish graphic novel,"Samantha Baskind, Ranen Omer-Sherman",2008.0,,eng,,,6257267.0
graphic novel,/works/OL27845393W,Active Minds Graphic Novel,Sequoia Childrens Publishing,2022.0,,eng,,,14773394.0
graphic novel,/works/OL27508245W,Vintage Graphic Novel,"Anthony Koontz, Emily Brontë",2021.0,,eng,,,
graphic novel,/works/OL20874W,Silas Marner,"George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese",1800.0,,"jpn, und, fre, eng, spa",,,9286405.0
